Order_ID,Component_ID,Vendor_ID,Route_ID,Order_Date,Contractual_Delivery_Date,Actual_Delivery_Date,Delivered_Qty,Ordered_Qty,Price_per_Unit,Actual_Lead_Days,Committed_Lead_Days,Shortfall,Shortfall_flag,Delay_Indicator
O1931,C03,V015,R003,10-10-2024,28-10-2024,10-11-2024,50,383,88,31,18,333,1,1
O1932,C05,V007,R010,10-10-2024,15-11-2024,23-11-2024,82,306,37,44,36,224,1,1
O1933,C01,V009,R018,01-11-2024,04-11-2024,23-11-2024,50,50,25.5,22,3,0,0,1
O1934,C02,V005,R012,18-10-2024,07-11-2024,10-11-2024,50,112,12.75,23,20,62,1,1
O1935,C02,V015,R016,05-10-2024,07-11-2024,30-10-2024,151,248,12.75,25,33,97,1,0
O1936,C03,V002,R014,15-11-2024,20-11-2024,05-11-2024,153,606,88,-10,5,453,1,0
O1937,C02,V013,R020,15-10-2024,21-11-2024,18-11-2024,86,94,12.75,34,37,8,1,0
O1938,C02,V005,R011,28-10-2024,07-11-2024,10-11-2024,249,375,12.75,13,10,126,1,1
O1939,C02,V011,R025,28-10-2024,06-11-2024,06-11-2024,176,331,12.75,9,9,155,1,1
O1940,C03,V003,R027,04-11-2024,20-11-2024,19-11-2024,88,413,88,15,16,325,1,0
O1941,C03,V014,R029,24-10-2024,28-10-2024,19-11-2024,198,619,88,26,4,421,1,1
O1942,C02,V002,R025,24-10-2024,21-11-2024,10-11-2024,50,310,12.75,17,28,260,1,0
O1943,C03,V011,R028,25-10-2024,20-11-2024,02-11-2024,50,165,88,8,26,115,1,0
O1944,C02,V002,R025,20-10-2024,12-11-2024,10-11-2024,157,750,12.75,21,23,593,1,0
O1945,C05,V013,R029,12-10-2024,20-11-2024,30-10-2024,581,690,37,18,39,109,1,0
O1946,C05,V011,R028,10-10-2024,30-10-2024,10-11-2024,254,269,37,31,20,15,1,1
O1947,C02,V010,R009,05-10-2024,06-11-2024,17-11-2024,50,50,12.75,43,32,0,0,1
O1948,C04,V001,R028,20-10-2024,28-10-2024,20-11-2024,50,241,65.2,31,8,191,1,1
O1949,C05,V015,R018,01-10-2024,12-11-2024,05-11-2024,395,416,37,35,42,21,1,0
O1950,C02,V009,R021,20-10-2024,04-11-2024,23-11-2024,171,195,12.75,34,15,24,1,1
O1951,C02,V011,R008,20-10-2024,06-11-2024,02-11-2024,50,50,12.75,13,17,0,0,0
O1952,C03,V003,R011,01-11-2024,20-11-2024,28-10-2024,50,303,88,-4,19,253,1,0
O1953,C03,V013,R021,04-11-2024,20-11-2024,19-11-2024,305,309,88,15,16,4,1,0
O1954,C04,V014,R007,24-10-2024,28-10-2024,19-11-2024,169,347,65.2,26,4,178,1,1
O1955,C05,V015,R029,05-10-2024,28-10-2024,25-10-2024,261,719,37,20,23,458,1,0
O1956,C03,V012,R019,10-10-2024,02-11-2024,30-10-2024,238,419,88,20,23,181,1,0
O1957,C05,V010,R021,15-10-2024,21-11-2024,20-11-2024,110,449,37,36,37,339,1,0
O1958,C03,V010,R023,10-10-2024,20-11-2024,02-11-2024,160,188,88,23,41,28,1,0
O1959,C05,V006,R023,10-10-2024,30-10-2024,06-11-2024,385,750,37,27,20,365,1,1
O1960,C05,V010,R011,12-10-2024,16-11-2024,18-11-2024,563,750,37,37,35,187,1,1
O1961,C05,V012,R013,18-10-2024,20-11-2024,25-10-2024,251,447,37,7,33,196,1,0
O1962,C05,V015,R014,15-10-2024,28-10-2024,17-11-2024,750,750,37,33,13,0,0,1
O1963,C01,V014,R016,20-10-2024,20-11-2024,28-10-2024,50,68,25.5,8,31,18,1,0
O1964,C02,V002,R028,20-10-2024,15-11-2024,23-11-2024,127,399,12.75,34,26,272,1,1
O1965,C05,V003,R001,24-10-2024,30-10-2024,18-11-2024,177,372,37,25,6,195,1,1
O1966,C03,V014,R021,28-10-2024,15-11-2024,10-11-2024,123,174,88,13,18,51,1,0
O1967,C05,V014,R019,15-10-2024,30-10-2024,05-11-2024,111,412,37,21,15,301,1,1
O1968,C05,V005,R014,20-10-2024,16-11-2024,10-11-2024,73,750,37,21,27,677,1,0
O1969,C02,V007,R021,01-11-2024,12-11-2024,10-11-2024,50,165,12.75,9,11,115,1,0
O1970,C04,V002,R001,28-10-2024,15-11-2024,20-11-2024,163,750,65.2,23,18,587,1,1
O1971,C05,V014,R018,18-10-2024,06-11-2024,28-10-2024,166,232,37,10,19,66,1,0
O1972,C05,V010,R007,12-10-2024,12-11-2024,02-11-2024,557,750,37,21,31,193,1,0
O1973,C05,V014,R004,10-11-2024,20-11-2024,19-11-2024,170,750,37,9,10,580,1,0
O1974,C04,V010,R025,15-10-2024,28-10-2024,30-10-2024,57,750,65.2,15,13,693,1,1
O1975,C02,V011,R028,15-10-2024,28-10-2024,29-10-2024,50,532,12.75,14,13,482,1,1
O1976,C02,V011,R011,25-10-2024,30-10-2024,10-11-2024,75,292,12.75,16,5,217,1,1
O1977,C02,V006,R020,20-10-2024,21-11-2024,06-11-2024,202,698,12.75,17,32,496,1,0
O1978,C04,V010,R014,05-10-2024,15-11-2024,17-11-2024,274,671,65.2,43,41,397,1,1
O1979,C05,V011,R026,05-10-2024,16-11-2024,30-10-2024,161,164,37,25,42,3,1,0
O1980,C01,V001,R030,10-10-2024,16-11-2024,30-10-2024,50,535,25.5,20,37,485,1,0
O1981,C05,V010,R022,25-10-2024,21-11-2024,16-11-2024,53,172,37,22,27,119,1,0
O1982,C02,V011,R024,05-10-2024,20-11-2024,10-11-2024,50,218,12.75,36,46,168,1,0
O1983,C02,V001,R017,05-10-2024,15-11-2024,23-11-2024,50,110,12.75,49,41,60,1,1
O1984,C04,V008,R019,15-11-2024,16-11-2024,02-11-2024,51,232,65.2,-13,1,181,1,0
O1985,C03,V002,R001,01-10-2024,30-10-2024,10-11-2024,128,628,88,40,29,500,1,1
O1986,C02,V014,R014,25-10-2024,15-11-2024,16-11-2024,169,229,12.75,22,21,60,1,1
O1987,C03,V005,R027,01-11-2024,04-11-2024,25-10-2024,143,374,88,-7,3,231,1,0
O1988,C05,V014,R030,12-10-2024,20-11-2024,25-10-2024,409,612,37,13,39,203,1,0
O1989,C03,V003,R004,01-10-2024,16-11-2024,28-10-2024,50,50,88,27,46,0,0,0
O1990,C02,V013,R007,01-11-2024,15-11-2024,10-11-2024,50,225,12.75,9,14,175,1,0
O1991,C01,V001,R021,01-10-2024,21-11-2024,23-11-2024,50,320,25.5,53,51,270,1,1
O1992,C01,V002,R026,15-10-2024,30-10-2024,23-11-2024,50,336,25.5,39,15,286,1,1
O1993,C01,V007,R012,05-10-2024,04-11-2024,10-11-2024,75,132,25.5,36,30,57,1,1
O1994,C04,V006,R026,18-10-2024,02-11-2024,28-10-2024,50,523,65.2,10,15,473,1,0
O1995,C02,V007,R026,05-11-2024,07-11-2024,29-10-2024,50,414,12.75,-7,2,364,1,0
O1996,C04,V012,R029,05-11-2024,16-11-2024,23-11-2024,59,181,65.2,18,11,122,1,1
O1997,C05,V003,R002,05-10-2024,21-11-2024,29-10-2024,74,245,37,24,47,171,1,0
O1998,C02,V002,R009,15-10-2024,18-10-2024,05-11-2024,267,683,12.75,21,3,416,1,1
O1999,C05,V012,R008,10-10-2024,20-11-2024,28-10-2024,50,737,37,18,41,687,1,0
O2000,C01,V011,R027,18-10-2024,06-11-2024,05-11-2024,90,240,25.5,18,19,150,1,0
O2001,C05,V010,R007,15-10-2024,30-10-2024,30-10-2024,50,412,37,15,15,362,1,1
O2002,C03,V014,R027,01-10-2024,16-11-2024,10-11-2024,81,325,88,40,46,244,1,0
O2003,C05,V007,R027,24-10-2024,16-11-2024,06-11-2024,583,750,37,13,23,167,1,0
O2004,C01,V006,R016,20-10-2024,21-11-2024,29-10-2024,189,536,25.5,9,32,347,1,0
O2005,C05,V003,R001,25-10-2024,20-11-2024,05-11-2024,435,750,37,11,26,315,1,0
O2006,C04,V012,R001,28-10-2024,30-10-2024,23-11-2024,101,370,65.2,26,2,269,1,1
O2007,C05,V010,R003,10-10-2024,28-10-2024,30-10-2024,170,193,37,20,18,23,1,1
O2008,C02,V006,R010,10-10-2024,18-10-2024,05-11-2024,197,236,12.75,26,8,39,1,1
O2009,C01,V001,R003,25-10-2024,02-11-2024,25-10-2024,56,167,25.5,0,8,111,1,0
O2010,C03,V012,R003,10-11-2024,20-11-2024,19-11-2024,234,596,88,9,10,362,1,0
O2011,C05,V015,R021,01-10-2024,16-11-2024,30-10-2024,393,750,37,29,46,357,1,0
O2012,C05,V014,R018,05-10-2024,28-10-2024,19-11-2024,320,431,37,45,23,111,1,1
O2013,C02,V002,R007,15-10-2024,16-11-2024,30-10-2024,51,365,12.75,15,32,314,1,0
O2014,C02,V007,R027,15-10-2024,16-11-2024,16-11-2024,343,750,12.75,32,32,407,1,1
O2015,C01,V004,R025,12-10-2024,18-10-2024,10-11-2024,75,750,25.5,29,6,675,1,1
O2016,C03,V014,R008,10-11-2024,20-11-2024,28-10-2024,50,606,88,-13,10,556,1,0
O2017,C04,V011,R029,18-10-2024,02-11-2024,10-11-2024,153,162,65.2,23,15,9,1,1
O2018,C03,V011,R012,28-10-2024,21-11-2024,02-11-2024,50,210,88,5,24,160,1,0
O2019,C03,V006,R016,04-11-2024,21-11-2024,10-11-2024,144,183,88,6,17,39,1,0
O2020,C02,V014,R003,28-10-2024,02-11-2024,05-11-2024,513,750,12.75,8,5,237,1,1
O2021,C03,V003,R016,18-10-2024,30-10-2024,02-11-2024,97,355,88,15,12,258,1,1
O2022,C05,V012,R017,20-10-2024,16-11-2024,29-10-2024,63,339,37,9,27,276,1,0
O2023,C02,V005,R013,15-10-2024,16-11-2024,17-11-2024,144,288,12.75,33,32,144,1,1
O2024,C02,V009,R022,05-10-2024,30-10-2024,16-11-2024,50,201,12.75,42,25,151,1,1
O2025,C02,V001,R020,01-10-2024,04-11-2024,16-11-2024,50,318,12.75,46,34,268,1,1
O2026,C03,V002,R024,10-10-2024,20-11-2024,19-11-2024,366,716,88,40,41,350,1,0
O2027,C01,V011,R027,01-10-2024,30-10-2024,23-11-2024,50,50,25.5,53,29,0,0,1
O2028,C04,V008,R014,15-10-2024,28-10-2024,19-11-2024,123,143,65.2,35,13,20,1,1
O2029,C05,V014,R009,05-10-2024,28-10-2024,19-11-2024,330,652,37,45,23,322,1,1
O2030,C02,V014,R010,10-11-2024,15-11-2024,19-11-2024,50,429,12.75,9,5,379,1,1
O2031,C01,V010,R007,18-10-2024,20-11-2024,06-11-2024,169,283,25.5,19,33,114,1,0
O2032,C05,V011,R026,01-10-2024,18-10-2024,18-11-2024,50,750,37,48,17,700,1,1
O2033,C01,V003,R013,24-10-2024,15-11-2024,23-11-2024,50,50,25.5,30,22,0,0,1
O2034,C03,V004,R001,20-10-2024,04-11-2024,16-11-2024,50,214,88,27,15,164,1,1
O2035,C05,V008,R020,10-10-2024,20-11-2024,05-11-2024,124,750,37,26,41,626,1,0
O2036,C03,V002,R020,12-10-2024,12-11-2024,23-11-2024,50,554,88,42,31,504,1,1
O2037,C02,V007,R007,05-10-2024,18-10-2024,05-11-2024,131,333,12.75,31,13,202,1,1
O2038,C03,V014,R012,10-11-2024,20-11-2024,30-10-2024,383,624,88,-11,10,241,1,0
O2039,C01,V003,R011,15-10-2024,04-11-2024,29-10-2024,115,245,25.5,14,20,130,1,0
O2040,C05,V011,R018,18-10-2024,30-10-2024,30-10-2024,407,746,37,12,12,339,1,1
O2041,C01,V014,R014,18-10-2024,16-11-2024,17-11-2024,50,707,25.5,30,29,657,1,1
O2042,C04,V005,R011,10-11-2024,15-11-2024,17-11-2024,429,750,65.2,7,5,321,1,1
O2043,C03,V006,R003,24-10-2024,20-11-2024,20-11-2024,484,493,88,27,27,9,1,1
O2044,C01,V001,R018,01-10-2024,28-10-2024,02-11-2024,50,547,25.5,32,27,497,1,1
O2045,C05,V008,R015,05-11-2024,06-11-2024,25-10-2024,112,159,37,-11,1,47,1,0
O2046,C03,V008,R027,10-11-2024,20-11-2024,02-11-2024,188,242,88,-8,10,54,1,0
O2047,C04,V014,R021,10-10-2024,16-11-2024,10-11-2024,513,575,65.2,31,37,62,1,0
O2048,C02,V005,R026,20-10-2024,12-11-2024,16-11-2024,71,249,12.75,27,23,178,1,1
O2049,C04,V011,R008,12-10-2024,30-10-2024,18-11-2024,317,750,65.2,37,18,433,1,1
O2050,C02,V006,R003,01-11-2024,04-11-2024,25-10-2024,50,125,12.75,-7,3,75,1,0
O2051,C02,V013,R026,18-10-2024,21-11-2024,10-11-2024,50,227,12.75,23,34,177,1,0
O2052,C03,V003,R014,10-11-2024,12-11-2024,28-10-2024,374,663,88,-13,2,289,1,0
O2053,C01,V014,R018,15-11-2024,20-11-2024,02-11-2024,106,112,25.5,-13,5,6,1,0
O2054,C03,V002,R027,15-10-2024,15-11-2024,16-11-2024,50,191,88,32,31,141,1,1
O2055,C02,V002,R014,20-10-2024,30-10-2024,18-11-2024,50,257,12.75,29,10,207,1,1
O2056,C02,V011,R007,25-10-2024,15-11-2024,10-11-2024,50,369,12.75,16,21,319,1,0
O2057,C02,V007,R005,28-10-2024,30-10-2024,29-10-2024,233,300,12.75,1,2,67,1,0
O2058,C02,V010,R022,20-10-2024,04-11-2024,16-11-2024,77,265,12.75,27,15,188,1,1
O2059,C01,V001,R021,04-11-2024,21-11-2024,20-11-2024,50,50,25.5,16,17,0,0,0
O2060,C02,V013,R029,24-10-2024,02-11-2024,28-10-2024,50,143,12.75,4,9,93,1,0
O2061,C05,V014,R029,28-10-2024,12-11-2024,05-11-2024,244,587,37,8,15,343,1,0
O2062,C01,V012,R022,28-10-2024,21-11-2024,16-11-2024,97,159,25.5,19,24,62,1,0
O2063,C02,V007,R018,24-10-2024,04-11-2024,30-10-2024,113,319,12.75,6,11,206,1,0
O2064,C02,V002,R002,04-11-2024,15-11-2024,10-11-2024,50,50,12.75,6,11,0,0,0
O2065,C03,V009,R014,12-10-2024,20-11-2024,06-11-2024,237,750,88,25,39,513,1,0
O2066,C02,V010,R013,24-10-2024,28-10-2024,06-11-2024,224,360,12.75,13,4,136,1,1
O2067,C02,V011,R001,10-11-2024,12-11-2024,10-11-2024,50,334,12.75,0,2,284,1,0
O2068,C04,V011,R030,01-11-2024,15-11-2024,06-11-2024,202,750,65.2,5,14,548,1,0
O2069,C05,V005,R010,10-11-2024,16-11-2024,02-11-2024,50,433,37,-8,6,383,1,0
O2070,C01,V011,R030,05-10-2024,04-11-2024,16-11-2024,118,125,25.5,42,30,7,1,1
O2071,C03,V006,R009,04-11-2024,20-11-2024,10-11-2024,50,295,88,6,16,245,1,0
O2072,C01,V002,R012,25-10-2024,06-11-2024,05-11-2024,50,284,25.5,11,12,234,1,0
O2073,C04,V010,R030,12-10-2024,20-11-2024,23-11-2024,484,717,65.2,42,39,233,1,1
O2074,C02,V002,R026,18-10-2024,15-11-2024,10-11-2024,50,297,12.75,23,28,247,1,0
O2075,C03,V013,R006,01-10-2024,15-10-2024,28-10-2024,50,156,88,27,14,106,1,1
O2076,C03,V014,R012,28-10-2024,20-11-2024,19-11-2024,263,412,88,22,23,149,1,0
O2077,C02,V008,R017,18-10-2024,21-11-2024,06-11-2024,88,216,12.75,19,34,128,1,0
O2078,C03,V014,R015,10-11-2024,12-11-2024,17-11-2024,50,750,88,7,2,700,1,1
O2079,C03,V005,R006,10-10-2024,04-11-2024,06-11-2024,114,203,88,27,25,89,1,1
O2080,C05,V008,R013,28-10-2024,21-11-2024,29-10-2024,247,308,37,1,24,61,1,0
O2081,C01,V001,R024,01-10-2024,07-11-2024,06-11-2024,91,264,25.5,36,37,173,1,0
O2082,C03,V004,R029,25-10-2024,20-11-2024,19-11-2024,275,289,88,25,26,14,1,0
O2083,C03,V002,R018,05-11-2024,07-11-2024,10-11-2024,50,104,88,5,2,54,1,1
O2084,C04,V002,R023,15-10-2024,15-11-2024,18-11-2024,449,750,65.2,34,31,301,1,1
O2085,C03,V006,R021,10-10-2024,20-11-2024,02-11-2024,50,188,88,23,41,138,1,0
O2086,C02,V011,R005,01-11-2024,15-11-2024,29-10-2024,98,692,12.75,-3,14,594,1,0
O2087,C05,V015,R003,15-10-2024,06-11-2024,19-11-2024,50,605,37,35,22,555,1,1
O2088,C01,V005,R021,18-10-2024,06-11-2024,02-11-2024,238,288,25.5,15,19,50,1,0
O2089,C02,V007,R026,28-10-2024,12-11-2024,18-11-2024,397,723,12.75,21,15,326,1,1
O2090,C02,V013,R007,20-10-2024,21-11-2024,29-10-2024,50,750,12.75,9,32,700,1,0
O2091,C05,V011,R009,28-10-2024,12-11-2024,10-11-2024,173,331,37,13,15,158,1,0
O2092,C05,V015,R010,15-11-2024,16-11-2024,19-11-2024,212,750,37,4,1,538,1,1
O2093,C02,V008,R014,01-11-2024,07-11-2024,19-11-2024,115,750,12.75,18,6,635,1,1
O2094,C03,V003,R014,04-11-2024,20-11-2024,20-11-2024,50,277,88,16,16,227,1,1
O2095,C03,V014,R021,24-10-2024,28-10-2024,30-10-2024,50,232,88,6,4,182,1,1
O2096,C03,V014,R018,01-11-2024,15-11-2024,19-11-2024,50,621,88,18,14,571,1,1
O2097,C03,V003,R012,25-10-2024,07-11-2024,19-11-2024,295,505,88,25,13,210,1,1
O2098,C05,V009,R009,10-11-2024,16-11-2024,18-11-2024,223,245,37,8,6,22,1,1
O2099,C03,V003,R012,01-10-2024,15-10-2024,20-11-2024,50,65,88,50,14,15,1,1
O2100,C01,V001,R024,18-10-2024,21-11-2024,20-11-2024,50,239,25.5,33,34,189,1,0
O2101,C03,V014,R029,12-10-2024,02-11-2024,28-10-2024,50,161,88,16,21,111,1,0
O2102,C05,V003,R025,25-10-2024,07-11-2024,28-10-2024,139,330,37,3,13,191,1,0
O2103,C04,V002,R015,25-10-2024,30-10-2024,05-11-2024,424,620,65.2,11,5,196,1,1
O2104,C02,V007,R028,15-10-2024,18-10-2024,16-11-2024,50,50,12.75,32,3,0,0,1
O2105,C04,V013,R024,24-10-2024,07-11-2024,19-11-2024,445,750,65.2,26,14,305,1,1
O2106,C04,V005,R017,25-10-2024,20-11-2024,10-11-2024,750,750,65.2,16,26,0,0,0
O2107,C02,V001,R011,01-11-2024,04-11-2024,16-11-2024,256,476,12.75,15,3,220,1,1
O2108,C04,V008,R001,10-11-2024,12-11-2024,10-11-2024,50,350,65.2,0,2,300,1,0
O2109,C03,V003,R018,04-11-2024,20-11-2024,28-10-2024,133,266,88,-7,16,133,1,0
O2110,C04,V015,R030,15-10-2024,16-11-2024,25-10-2024,416,750,65.2,10,32,334,1,0
O2111,C02,V007,R011,28-10-2024,12-11-2024,05-11-2024,70,228,12.75,8,15,158,1,0
O2112,C04,V013,R029,01-11-2024,06-11-2024,23-11-2024,103,191,65.2,22,5,88,1,1
O2113,C02,V011,R009,15-10-2024,18-10-2024,23-11-2024,185,277,12.75,39,3,92,1,1
O2114,C04,V014,R019,12-10-2024,12-11-2024,17-11-2024,116,750,65.2,36,31,634,1,1
O2115,C03,V006,R027,18-10-2024,04-11-2024,02-11-2024,50,121,88,15,17,71,1,0
O2116,C02,V002,R021,01-10-2024,15-11-2024,06-11-2024,50,389,12.75,36,45,339,1,0
O2117,C02,V001,R011,24-10-2024,07-11-2024,29-10-2024,50,375,12.75,5,14,325,1,0
O2118,C03,V014,R018,12-10-2024,18-10-2024,28-10-2024,138,363,88,16,6,225,1,1
O2119,C01,V013,R003,01-10-2024,15-10-2024,05-11-2024,50,57,25.5,35,14,7,1,1
O2120,C03,V008,R027,20-10-2024,07-11-2024,02-11-2024,147,324,88,13,18,177,1,0
O2121,C05,V009,R026,10-10-2024,12-11-2024,28-10-2024,162,750,37,18,33,588,1,0
O2122,C05,V015,R019,04-11-2024,20-11-2024,16-11-2024,109,433,37,12,16,324,1,0
O2123,C04,V010,R010,10-10-2024,30-10-2024,10-11-2024,552,718,65.2,31,20,166,1,1
O2124,C02,V003,R020,12-10-2024,12-11-2024,10-11-2024,149,750,12.75,29,31,601,1,0
O2125,C02,V009,R011,01-11-2024,04-11-2024,17-11-2024,50,327,12.75,16,3,277,1,1
O2126,C05,V014,R018,10-11-2024,20-11-2024,20-11-2024,233,723,37,10,10,490,1,1
O2127,C03,V014,R018,12-10-2024,15-10-2024,19-11-2024,75,175,88,38,3,100,1,1
O2128,C03,V004,R012,01-10-2024,04-11-2024,10-11-2024,148,347,88,40,34,199,1,1
O2129,C03,V006,R016,24-10-2024,20-11-2024,05-11-2024,50,349,88,12,27,299,1,0
O2130,C05,V013,R018,01-10-2024,20-11-2024,20-11-2024,88,215,37,50,50,127,1,1
O2131,C03,V006,R029,10-11-2024,20-11-2024,19-11-2024,50,562,88,9,10,512,1,0
O2132,C05,V005,R028,15-11-2024,20-11-2024,17-11-2024,124,750,37,2,5,626,1,0
O2133,C02,V004,R028,10-10-2024,16-11-2024,29-10-2024,296,520,12.75,19,37,224,1,0
O2134,C02,V008,R010,12-10-2024,06-11-2024,05-11-2024,57,750,12.75,24,25,693,1,0
O2135,C01,V014,R015,28-10-2024,15-11-2024,05-11-2024,123,414,25.5,8,18,291,1,0
O2136,C02,V007,R014,10-10-2024,21-11-2024,06-11-2024,105,203,12.75,27,42,98,1,0
O2137,C02,V010,R023,15-10-2024,30-10-2024,05-11-2024,50,180,12.75,21,15,130,1,1
O2138,C04,V002,R028,05-11-2024,06-11-2024,05-11-2024,86,90,65.2,0,1,4,1,0
O2139,C05,V008,R025,25-10-2024,28-10-2024,05-11-2024,81,263,37,11,3,182,1,1
O2140,C03,V015,R029,01-10-2024,07-11-2024,19-11-2024,89,686,88,49,37,597,1,1
O2141,C04,V001,R024,24-10-2024,15-11-2024,17-11-2024,387,750,65.2,24,22,363,1,1
O2142,C01,V009,R022,05-10-2024,21-11-2024,02-11-2024,50,167,25.5,28,47,117,1,0
O2143,C04,V004,R002,15-10-2024,04-11-2024,17-11-2024,550,750,65.2,33,20,200,1,1
O2144,C05,V010,R009,15-10-2024,04-11-2024,05-11-2024,50,225,37,21,20,175,1,1
O2145,C03,V014,R003,05-10-2024,20-11-2024,18-11-2024,50,266,88,44,46,216,1,0
O2146,C02,V012,R029,20-10-2024,20-11-2024,18-11-2024,50,750,12.75,29,31,700,1,0
O2147,C01,V014,R007,24-10-2024,12-11-2024,18-11-2024,105,168,25.5,25,19,63,1,1
O2148,C02,V013,R001,05-10-2024,02-11-2024,10-11-2024,50,52,12.75,36,28,2,1,1
O2149,C02,V011,R011,20-10-2024,15-11-2024,16-11-2024,186,374,12.75,27,26,188,1,1
O2150,C01,V010,R005,20-10-2024,15-11-2024,16-11-2024,50,99,25.5,27,26,49,1,1
O2151,C04,V010,R017,15-10-2024,07-11-2024,05-11-2024,210,518,65.2,21,23,308,1,0
O2152,C02,V006,R021,01-11-2024,15-11-2024,29-10-2024,126,212,12.75,-3,14,86,1,0
O2153,C01,V009,R014,24-10-2024,06-11-2024,10-11-2024,373,750,25.5,17,13,377,1,1
O2154,C02,V005,R011,12-10-2024,30-10-2024,16-11-2024,50,50,12.75,35,18,0,0,1
O2155,C04,V014,R004,10-11-2024,20-11-2024,19-11-2024,197,750,65.2,9,10,553,1,0
O2156,C05,V014,R021,15-10-2024,21-11-2024,29-10-2024,50,179,37,14,37,129,1,0
O2157,C03,V001,R020,18-10-2024,28-10-2024,10-11-2024,176,176,88,23,10,0,0,1
O2158,C04,V011,R029,01-11-2024,21-11-2024,19-11-2024,165,354,65.2,18,20,189,1,0
O2159,C03,V014,R021,15-11-2024,20-11-2024,02-11-2024,613,750,88,-13,5,137,1,0
O2160,C01,V004,R021,01-10-2024,15-11-2024,29-10-2024,50,332,25.5,28,45,282,1,0
O2161,C02,V007,R025,01-11-2024,15-11-2024,10-11-2024,50,173,12.75,9,14,123,1,0
O2162,C01,V009,R015,15-11-2024,21-11-2024,10-11-2024,50,236,25.5,-5,6,186,1,0
O2163,C03,V010,R018,20-10-2024,30-10-2024,05-11-2024,50,188,88,16,10,138,1,1
O2164,C04,V010,R003,24-10-2024,06-11-2024,25-10-2024,50,295,65.2,1,13,245,1,0
O2165,C03,V014,R010,10-10-2024,28-10-2024,06-11-2024,50,750,88,27,18,700,1,1
O2166,C01,V012,R018,18-10-2024,20-11-2024,02-11-2024,93,227,25.5,15,33,134,1,0
O2167,C03,V014,R003,10-10-2024,20-11-2024,17-11-2024,377,750,88,38,41,373,1,0
O2168,C04,V013,R017,20-10-2024,12-11-2024,19-11-2024,537,584,65.2,30,23,47,1,1
O2169,C04,V001,R003,28-10-2024,15-11-2024,10-11-2024,50,704,65.2,13,18,654,1,0
O2170,C04,V004,R029,12-10-2024,16-11-2024,18-11-2024,496,561,65.2,37,35,65,1,1
O2171,C03,V008,R015,04-11-2024,20-11-2024,18-11-2024,201,365,88,14,16,164,1,0
O2172,C02,V002,R028,20-10-2024,04-11-2024,23-11-2024,50,227,12.75,34,15,177,1,1
O2173,C05,V002,R020,05-10-2024,04-11-2024,29-10-2024,50,127,37,24,30,77,1,0
O2174,C03,V015,R020,12-10-2024,04-11-2024,10-11-2024,90,172,88,29,23,82,1,1
O2175,C02,V001,R028,25-10-2024,04-11-2024,29-10-2024,50,282,12.75,4,10,232,1,0
O2176,C02,V013,R019,05-10-2024,04-11-2024,18-11-2024,148,222,12.75,44,30,74,1,1
O2177,C05,V002,R014,12-10-2024,28-10-2024,17-11-2024,371,750,37,36,16,379,1,1
O2178,C03,V014,R028,15-10-2024,06-11-2024,17-11-2024,135,239,88,33,22,104,1,1
O2179,C03,V004,R011,28-10-2024,07-11-2024,28-10-2024,50,154,88,0,10,104,1,0
O2180,C02,V004,R024,05-10-2024,12-11-2024,18-11-2024,180,345,12.75,44,38,165,1,1
O2181,C05,V004,R009,15-10-2024,15-11-2024,19-11-2024,100,178,37,35,31,78,1,1
O2182,C02,V001,R020,01-11-2024,04-11-2024,16-11-2024,50,113,12.75,15,3,63,1,1
O2183,C05,V009,R002,28-10-2024,30-10-2024,05-11-2024,50,373,37,8,2,323,1,1
O2184,C03,V006,R006,10-10-2024,28-10-2024,23-11-2024,50,50,88,44,18,0,0,1
O2185,C01,V013,R011,01-11-2024,21-11-2024,06-11-2024,75,258,25.5,5,20,183,1,0
O2186,C03,V010,R012,24-10-2024,20-11-2024,05-11-2024,272,674,88,12,27,402,1,0
O2187,C02,V001,R003,15-10-2024,07-11-2024,10-11-2024,50,264,12.75,26,23,214,1,1
O2188,C02,V008,R007,01-11-2024,15-11-2024,05-11-2024,50,253,12.75,4,14,203,1,0
O2189,C04,V003,R021,18-10-2024,16-11-2024,06-11-2024,66,329,65.2,19,29,263,1,0
O2190,C01,V011,R014,01-10-2024,02-11-2024,10-11-2024,90,311,25.5,40,32,221,1,1
O2191,C05,V015,R029,10-10-2024,28-10-2024,28-10-2024,244,750,37,18,18,506,1,1
O2192,C03,V008,R024,10-10-2024,21-11-2024,02-11-2024,85,139,88,23,42,54,1,0
O2193,C04,V002,R030,05-11-2024,12-11-2024,05-11-2024,147,306,65.2,0,7,159,1,0
O2194,C05,V003,R006,25-10-2024,28-10-2024,17-11-2024,399,750,37,23,3,351,1,1
O2195,C02,V011,R027,12-10-2024,20-11-2024,18-11-2024,50,134,12.75,37,39,84,1,0
O2196,C01,V014,R015,05-11-2024,16-11-2024,29-10-2024,182,302,25.5,-7,11,120,1,0
O2197,C01,V007,R001,18-10-2024,06-11-2024,10-11-2024,138,152,25.5,23,19,14,1,1
O2198,C05,V014,R001,10-10-2024,16-11-2024,19-11-2024,53,750,37,40,37,697,1,1
O2199,C04,V014,R015,12-10-2024,28-10-2024,17-11-2024,106,716,65.2,36,16,610,1,1
O2200,C02,V008,R011,01-11-2024,06-11-2024,25-10-2024,50,237,12.75,-7,5,187,1,0
